EventId : 3, Level : Informational, Message : Invoking method IDomainEntityService`1.ViewAll, Payload : [serviceName : IDomainEntityService`1] [methodName : ViewAll] , EventName : ServiceMethodStartedInfo, Timestamp : 2016-12-07T09:58:03.6191213Z, ProcessId : 3408, ThreadId : 540

EventId : 4, Level : Informational, Message : Method IRoomService.GetRooms finished, Payload : [serviceName : IRoomService] [methodName : GetRooms] , EventName : ServiceMethodFinishedInfo, Timestamp : 2016-12-13T17:30:13.4117285Z, ProcessId : 7964, ThreadId : 8516

EventId : 3, Level : Informational, Message : Invoking method IDomainEntityService`1.View, Payload : [serviceName : IDomainEntityService`1] [methodName : View] , EventName : ServiceMethodStartedInfo, Timestamp : 2016-12-13T17:30:44.1878985Z, ProcessId : 7964, ThreadId : 10376

EventId : 4, Level : Informational, Message : Method IDomainEntityService`1.View finished, Payload : [serviceName : IDomainEntityService`1] [methodName : View] , EventName : ServiceMethodFinishedInfo, Timestamp : 2016-12-13T17:30:44.1939000Z, ProcessId : 7964, ThreadId : 10376

EventId : 3, Level : Informational, Message : Invoking method IPlaceService`1.ChangeDescription, Payload : [serviceName : IPlaceService`1] [methodName : ChangeDescription] , EventName : ServiceMethodStartedInfo, Timestamp : 2016-12-13T17:30:56.8147387Z, ProcessId : 7964, ThreadId : 10376

EventId : 4, Level : Informational, Message : Method IPlaceService`1.ChangeDescription finished, Payload : [serviceName : IPlaceService`1] [methodName : ChangeDescription] , EventName : ServiceMethodFinishedInfo, Timestamp : 2016-12-13T17:30:56.8247371Z, ProcessId : 7964, ThreadId : 10376

EventId : 3, Level : Informational, Message : Invoking method IPlaceService`1.ChangePrice, Payload : [serviceName : IPlaceService`1] [methodName : ChangePrice] , EventName : ServiceMethodStartedInfo, Timestamp : 2016-12-13T17:30:57.2726324Z, ProcessId : 7964, ThreadId : 10376

EventId : 4, Level : Informational, Message : Method IPlaceService`1.ChangePrice finished, Payload : [serviceName : IPlaceService`1] [methodName : ChangePrice] , EventName : ServiceMethodFinishedInfo, Timestamp : 2016-12-13T17:30:57.2776335Z, ProcessId : 7964, ThreadId : 10376

EventId : 3, Level : Informational, Message : Invoking method IDomainEntityService`1.View, Payload : [serviceName : IDomainEntityService`1] [methodName : View] , EventName : ServiceMethodStartedInfo, Timestamp : 2016-12-13T17:31:05.1515766Z, ProcessId : 7964, ThreadId : 10376

EventId : 4, Level : Informational, Message : Method IDomainEntityService`1.View finished, Payload : [serviceName : IDomainEntityService`1] [methodName : View] , EventName : ServiceMethodFinishedInfo, Timestamp : 2016-12-13T17:31:05.1545771Z, ProcessId : 7964, ThreadId : 10376

EventId : 3, Level : Informational, Message : Invoking method IRoomService.SetCriteria, Payload : [serviceName : IRoomService] [methodName : SetCriteria] , EventName : ServiceMethodStartedInfo, Timestamp : 2016-12-13T17:31:46.9849586Z, ProcessId : 7964, ThreadId : 10376

EventId : 3, Level : Informational, Message : Invoking method IRoomService.GetRooms, Payload : [serviceName : IRoomService] [methodName : GetRooms] , EventName : ServiceMethodStartedInfo, Timestamp : 2016-12-13T17:32:27.6043608Z, ProcessId : 7964, ThreadId : 10376

EventId : 4, Level : Informational, Message : Method IRoomService.GetRooms finished, Payload : [serviceName : IRoomService] [methodName : GetRooms] , EventName : ServiceMethodFinishedInfo, Timestamp : 2016-12-13T17:32:27.6093615Z, ProcessId : 7964, ThreadId : 10376

EventId : 3, Level : Informational, Message : Invoking method IRoomService.GetRooms, Payload : [serviceName : IRoomService] [methodName : GetRooms] , EventName : ServiceMethodStartedInfo, Timestamp : 2016-12-13T17:33:43.6215066Z, ProcessId : 7964, ThreadId : 3832

EventId : 4, Level : Informational, Message : Method IRoomService.GetRooms finished, Payload : [serviceName : IRoomService] [methodName : GetRooms] , EventName : ServiceMethodFinishedInfo, Timestamp : 2016-12-13T17:33:43.6731232Z, ProcessId : 7964, ThreadId : 3832

EventId : 3, Level : Informational, Message : Invoking method IAccountService.Indentify, Payload : [serviceName : IAccountService] [methodName : Indentify] , EventName : ServiceMethodStartedInfo, Timestamp : 2016-12-13T17:35:45.8851538Z, ProcessId : 7728, ThreadId : 11156

EventId : 4, Level : Informational, Message : Method IAccountService.Indentify finished, Payload : [serviceName : IAccountService] [methodName : Indentify] , EventName : ServiceMethodFinishedInfo, Timestamp : 2016-12-13T17:35:47.1926315Z, ProcessId : 7728, ThreadId : 11156

EventId : 3, Level : Informational, Message : Invoking method IRoomService.GetRooms, Payload : [serviceName : IRoomService] [methodName : GetRooms] , EventName : ServiceMethodStartedInfo, Timestamp : 2016-12-13T17:36:09.4051441Z, ProcessId : 7728, ThreadId : 11156

EventId : 4, Level : Informational, Message : Method IRoomService.GetRooms finished, Payload : [serviceName : IRoomService] [methodName : GetRooms] , EventName : ServiceMethodFinishedInfo, Timestamp : 2016-12-13T17:36:09.4977700Z, ProcessId : 7728, ThreadId : 11156

EventId : 3, Level : Informational, Message : Invoking method IRoomService.GetRooms, Payload : [serviceName : IRoomService] [methodName : GetRooms] , EventName : ServiceMethodStartedInfo, Timestamp : 2016-12-13T17:36:36.1702113Z, ProcessId : 7728, ThreadId : 11156

EventId : 4, Level : Informational, Message : Method IRoomService.GetRooms finished, Payload : [serviceName : IRoomService] [methodName : GetRooms] , EventName : ServiceMethodFinishedInfo, Timestamp : 2016-12-13T17:36:36.1772067Z, ProcessId : 7728, ThreadId : 11156

EventId : 3, Level : Informational, Message : Invoking method IRoomService.GetRooms, Payload : [serviceName : IRoomService] [methodName : GetRooms] , EventName : ServiceMethodStartedInfo, Timestamp : 2016-12-13T17:36:51.5972250Z, ProcessId : 7728, ThreadId : 11156

EventId : 4, Level : Informational, Message : Method IRoomService.GetRooms finished, Payload : [serviceName : IRoomService] [methodName : GetRooms] , EventName : ServiceMethodFinishedInfo, Timestamp : 2016-12-13T17:36:51.6032261Z, ProcessId : 7728, ThreadId : 11156

EventId : 3, Level : Informational, Message : Invoking method IRoomService.GetRooms, Payload : [serviceName : IRoomService] [methodName : GetRooms] , EventName : ServiceMethodStartedInfo, Timestamp : 2016-12-13T17:37:17.1231376Z, ProcessId : 7728, ThreadId : 11156

EventId : 4, Level : Informational, Message : Method IRoomService.GetRooms finished, Payload : [serviceName : IRoomService] [methodName : GetRooms] , EventName : ServiceMethodFinishedInfo, Timestamp : 2016-12-13T17:37:17.1306568Z, ProcessId : 7728, ThreadId : 11156

EventId : 3, Level : Informational, Message : Invoking method IRoomService.GetRooms, Payload : [serviceName : IRoomService] [methodName : GetRooms] , EventName : ServiceMethodStartedInfo, Timestamp : 2016-12-13T17:37:22.7553389Z, ProcessId : 7728, ThreadId : 11156

EventId : 4, Level : Informational, Message : Method IRoomService.GetRooms finished, Payload : [serviceName : IRoomService] [methodName : GetRooms] , EventName : ServiceMethodFinishedInfo, Timestamp : 2016-12-13T17:37:22.7663415Z, ProcessId : 7728, ThreadId : 11156

EventId : 3, Level : Informational, Message : Invoking method IRoomService.GetRooms, Payload : [serviceName : IRoomService] [methodName : GetRooms] , EventName : ServiceMethodStartedInfo, Timestamp : 2016-12-13T17:37:57.5528100Z, ProcessId : 7728, ThreadId : 11156

EventId : 4, Level : Informational, Message : Method IRoomService.GetRooms finished, Payload : [serviceName : IRoomService] [methodName : GetRooms] , EventName : ServiceMethodFinishedInfo, Timestamp : 2016-12-13T17:41:00.8312354Z, ProcessId : 7728, ThreadId : 11156

EventId : 3, Level : Informational, Message : Invoking method IRoomService.GetRooms, Payload : [serviceName : IRoomService] [methodName : GetRooms] , EventName : ServiceMethodStartedInfo, Timestamp : 2016-12-13T17:41:08.1712979Z, ProcessId : 7728, ThreadId : 11156

EventId : 3, Level : Informational, Message : Invoking method IAccountService.Indentify, Payload : [serviceName : IAccountService] [methodName : Indentify] , EventName : ServiceMethodStartedInfo, Timestamp : 2016-12-13T17:43:33.0082003Z, ProcessId : 8952, ThreadId : 8676

EventId : 4, Level : Informational, Message : Method IAccountService.Indentify finished, Payload : [serviceName : IAccountService] [methodName : Indentify] , EventName : ServiceMethodFinishedInfo, Timestamp : 2016-12-13T17:43:34.1318897Z, ProcessId : 8952, ThreadId : 8676

EventId : 3, Level : Informational, Message : Invoking method IRoomService.GetRooms, Payload : [serviceName : IRoomService] [methodName : GetRooms] , EventName : ServiceMethodStartedInfo, Timestamp : 2016-12-13T17:43:44.1871292Z, ProcessId : 8952, ThreadId : 11136

EventId : 4, Level : Informational, Message : Method IRoomService.GetRooms finished, Payload : [serviceName : IRoomService] [methodName : GetRooms] , EventName : ServiceMethodFinishedInfo, Timestamp : 2016-12-13T17:43:45.0773316Z, ProcessId : 8952, ThreadId : 11136

EventId : 3, Level : Informational, Message : Invoking method IRoomService.GetRooms, Payload : [serviceName : IRoomService] [methodName : GetRooms] , EventName : ServiceMethodStartedInfo, Timestamp : 2016-12-13T17:43:45.8554787Z, ProcessId : 8952, ThreadId : 11136

EventId : 4, Level : Informational, Message : Method IRoomService.GetRooms finished, Payload : [serviceName : IRoomService] [methodName : GetRooms] , EventName : ServiceMethodFinishedInfo, Timestamp : 2016-12-13T17:43:46.7364620Z, ProcessId : 8952, ThreadId : 11136

EventId : 3, Level : Informational, Message : Invoking method IDomainEntityService`1.View, Payload : [serviceName : IDomainEntityService`1] [methodName : View] , EventName : ServiceMethodStartedInfo, Timestamp : 2016-12-13T17:43:55.9033123Z, ProcessId : 8952, ThreadId : 11136

EventId : 4, Level : Informational, Message : Method IDomainEntityService`1.View finished, Payload : [serviceName : IDomainEntityService`1] [methodName : View] , EventName : ServiceMethodFinishedInfo, Timestamp : 2016-12-13T17:43:55.9143103Z, ProcessId : 8952, ThreadId : 11136

EventId : 3, Level : Informational, Message : Invoking method IPlaceService`1.ChangeDescription, Payload : [serviceName : IPlaceService`1] [methodName : ChangeDescription] , EventName : ServiceMethodStartedInfo, Timestamp : 2016-12-13T17:44:16.0626048Z, ProcessId : 8952, ThreadId : 11136

EventId : 4, Level : Informational, Message : Method IPlaceService`1.ChangeDescription finished, Payload : [serviceName : IPlaceService`1] [methodName : ChangeDescription] , EventName : ServiceMethodFinishedInfo, Timestamp : 2016-12-13T17:44:16.0932914Z, ProcessId : 8952, ThreadId : 11136

EventId : 3, Level : Informational, Message : Invoking method IPlaceService`1.ChangePrice, Payload : [serviceName : IPlaceService`1] [methodName : ChangePrice] , EventName : ServiceMethodStartedInfo, Timestamp : 2016-12-13T17:44:16.0942939Z, ProcessId : 8952, ThreadId : 11136

EventId : 4, Level : Informational, Message : Method IPlaceService`1.ChangePrice finished, Payload : [serviceName : IPlaceService`1] [methodName : ChangePrice] , EventName : ServiceMethodFinishedInfo, Timestamp : 2016-12-13T17:44:16.1023029Z, ProcessId : 8952, ThreadId : 11136

EventId : 3, Level : Informational, Message : Invoking method IDomainEntityService`1.View, Payload : [serviceName : IDomainEntityService`1] [methodName : View] , EventName : ServiceMethodStartedInfo, Timestamp : 2016-12-13T17:44:16.1032910Z, ProcessId : 8952, ThreadId : 11136

EventId : 4, Level : Informational, Message : Method IDomainEntityService`1.View finished, Payload : [serviceName : IDomainEntityService`1] [methodName : View] , EventName : ServiceMethodFinishedInfo, Timestamp : 2016-12-13T17:44:16.1052907Z, ProcessId : 8952, ThreadId : 11136

EventId : 3, Level : Informational, Message : Invoking method IRoomService.SetCriteria, Payload : [serviceName : IRoomService] [methodName : SetCriteria] , EventName : ServiceMethodStartedInfo, Timestamp : 2016-12-13T17:44:16.8419777Z, ProcessId : 8952, ThreadId : 11136

EventId : 4, Level : Informational, Message : Method IRoomService.SetCriteria finished, Payload : [serviceName : IRoomService] [methodName : SetCriteria] , EventName : ServiceMethodFinishedInfo, Timestamp : 2016-12-13T17:44:16.8629729Z, ProcessId : 8952, ThreadId : 11136

EventId : 3, Level : Informational, Message : Invoking method IRoomService.GetRooms, Payload : [serviceName : IRoomService] [methodName : GetRooms] , EventName : ServiceMethodStartedInfo, Timestamp : 2016-12-13T17:44:17.5996032Z, ProcessId : 8952, ThreadId : 8196

EventId : 4, Level : Informational, Message : Method IRoomService.GetRooms finished, Payload : [serviceName : IRoomService] [methodName : GetRooms] , EventName : ServiceMethodFinishedInfo, Timestamp : 2016-12-13T17:44:18.3939608Z, ProcessId : 8952, ThreadId : 8196

EventId : 3, Level : Informational, Message : Invoking method IRoomService.GetRooms, Payload : [serviceName : IRoomService] [methodName : GetRooms] , EventName : ServiceMethodStartedInfo, Timestamp : 2016-12-13T17:44:19.3069616Z, ProcessId : 8952, ThreadId : 8196

EventId : 4, Level : Informational, Message : Method IRoomService.GetRooms finished, Payload : [serviceName : IRoomService] [methodName : GetRooms] , EventName : ServiceMethodFinishedInfo, Timestamp : 2016-12-13T17:44:20.1492965Z, ProcessId : 8952, ThreadId : 8196

EventId : 3, Level : Informational, Message : Invoking method IAccountService.Indentify, Payload : [serviceName : IAccountService] [methodName : Indentify] , EventName : ServiceMethodStartedInfo, Timestamp : 2016-12-13T17:47:42.7922405Z, ProcessId : 8952, ThreadId : 4924

EventId : 4, Level : Informational, Message : Method IAccountService.Indentify finished, Payload : [serviceName : IAccountService] [methodName : Indentify] , EventName : ServiceMethodFinishedInfo, Timestamp : 2016-12-13T17:47:42.8002433Z, ProcessId : 8952, ThreadId : 4924

EventId : 3, Level : Informational, Message : Invoking method IRoomService.GetRooms, Payload : [serviceName : IRoomService] [methodName : GetRooms] , EventName : ServiceMethodStartedInfo, Timestamp : 2016-12-13T17:47:49.4711776Z, ProcessId : 8952, ThreadId : 8196

EventId : 4, Level : Informational, Message : Method IRoomService.GetRooms finished, Payload : [serviceName : IRoomService] [methodName : GetRooms] , EventName : ServiceMethodFinishedInfo, Timestamp : 2016-12-13T17:47:51.2398361Z, ProcessId : 8952, ThreadId : 8196

EventId : 3, Level : Informational, Message : Invoking method IRoomService.GetRooms, Payload : [serviceName : IRoomService] [methodName : GetRooms] , EventName : ServiceMethodStartedInfo, Timestamp : 2016-12-13T17:47:51.2398361Z, ProcessId : 8952, ThreadId : 8196

EventId : 4, Level : Informational, Message : Method IRoomService.GetRooms finished, Payload : [serviceName : IRoomService] [methodName : GetRooms] , EventName : ServiceMethodFinishedInfo, Timestamp : 2016-12-13T17:47:51.2453360Z, ProcessId : 8952, ThreadId : 8196

EventId : 3, Level : Informational, Message : Invoking method IDomainEntityService`1.View, Payload : [serviceName : IDomainEntityService`1] [methodName : View] , EventName : ServiceMethodStartedInfo, Timestamp : 2016-12-13T17:48:01.8668881Z, ProcessId : 8952, ThreadId : 4924

EventId : 4, Level : Informational, Message : Method IDomainEntityService`1.View finished, Payload : [serviceName : IDomainEntityService`1] [methodName : View] , EventName : ServiceMethodFinishedInfo, Timestamp : 2016-12-13T17:48:01.8748844Z, ProcessId : 8952, ThreadId : 4924

EventId : 3, Level : Informational, Message : Invoking method IPlaceService`1.ChangeDescription, Payload : [serviceName : IPlaceService`1] [methodName : ChangeDescription] , EventName : ServiceMethodStartedInfo, Timestamp : 2016-12-13T17:48:21.3310835Z, ProcessId : 8952, ThreadId : 4924

EventId : 4, Level : Informational, Message : Method IPlaceService`1.ChangeDescription finished, Payload : [serviceName : IPlaceService`1] [methodName : ChangeDescription] , EventName : ServiceMethodFinishedInfo, Timestamp : 2016-12-13T17:48:21.3400847Z, ProcessId : 8952, ThreadId : 4924

EventId : 3, Level : Informational, Message : Invoking method IPlaceService`1.ChangePrice, Payload : [serviceName : IPlaceService`1] [methodName : ChangePrice] , EventName : ServiceMethodStartedInfo, Timestamp : 2016-12-13T17:48:21.3400847Z, ProcessId : 8952, ThreadId : 4924

EventId : 4, Level : Informational, Message : Method IPlaceService`1.ChangePrice finished, Payload : [serviceName : IPlaceService`1] [methodName : ChangePrice] , EventName : ServiceMethodFinishedInfo, Timestamp : 2016-12-13T17:48:21.3450870Z, ProcessId : 8952, ThreadId : 4924

EventId : 3, Level : Informational, Message : Invoking method IDomainEntityService`1.View, Payload : [serviceName : IDomainEntityService`1] [methodName : View] , EventName : ServiceMethodStartedInfo, Timestamp : 2016-12-13T17:48:21.3450870Z, ProcessId : 8952, ThreadId : 4924

EventId : 4, Level : Informational, Message : Method IDomainEntityService`1.View finished, Payload : [serviceName : IDomainEntityService`1] [methodName : View] , EventName : ServiceMethodFinishedInfo, Timestamp : 2016-12-13T17:48:21.3480839Z, ProcessId : 8952, ThreadId : 4924

EventId : 3, Level : Informational, Message : Invoking method IRoomService.ResetCriteria, Payload : [serviceName : IRoomService] [methodName : ResetCriteria] , EventName : ServiceMethodStartedInfo, Timestamp : 2016-12-13T17:48:24.2674216Z, ProcessId : 8952, ThreadId : 4924

EventId : 4, Level : Informational, Message : Method IRoomService.ResetCriteria finished, Payload : [serviceName : IRoomService] [methodName : ResetCriteria] , EventName : ServiceMethodFinishedInfo, Timestamp : 2016-12-13T17:48:24.2768375Z, ProcessId : 8952, ThreadId : 4924

EventId : 3, Level : Informational, Message : Invoking method IRoomService.SetCriteria, Payload : [serviceName : IRoomService] [methodName : SetCriteria] , EventName : ServiceMethodStartedInfo, Timestamp : 2016-12-13T17:48:24.2768375Z, ProcessId : 8952, ThreadId : 4924

EventId : 4, Level : Informational, Message : Method IRoomService.SetCriteria finished, Payload : [serviceName : IRoomService] [methodName : SetCriteria] , EventName : ServiceMethodFinishedInfo, Timestamp : 2016-12-13T17:48:24.2938555Z, ProcessId : 8952, ThreadId : 4924

EventId : 3, Level : Informational, Message : Invoking method IRoomService.GetRooms, Payload : [serviceName : IRoomService] [methodName : GetRooms] , EventName : ServiceMethodStartedInfo, Timestamp : 2016-12-13T17:48:24.3018427Z, ProcessId : 8952, ThreadId : 8196

EventId : 4, Level : Informational, Message : Method IRoomService.GetRooms finished, Payload : [serviceName : IRoomService] [methodName : GetRooms] , EventName : ServiceMethodFinishedInfo, Timestamp : 2016-12-13T17:48:24.3058368Z, ProcessId : 8952, ThreadId : 8196

EventId : 3, Level : Informational, Message : Invoking method IRoomService.GetRooms, Payload : [serviceName : IRoomService] [methodName : GetRooms] , EventName : ServiceMethodStartedInfo, Timestamp : 2016-12-13T17:48:24.3058368Z, ProcessId : 8952, ThreadId : 8196

EventId : 4, Level : Informational, Message : Method IRoomService.GetRooms finished, Payload : [serviceName : IRoomService] [methodName : GetRooms] , EventName : ServiceMethodFinishedInfo, Timestamp : 2016-12-13T17:48:24.3088373Z, ProcessId : 8952, ThreadId : 8196

EventId : 3, Level : Informational, Message : Invoking method IRoomService.GetRooms, Payload : [serviceName : IRoomService] [methodName : GetRooms] , EventName : ServiceMethodStartedInfo, Timestamp : 2016-12-13T17:48:36.6639298Z, ProcessId : 8952, ThreadId : 4924

EventId : 4, Level : Informational, Message : Method IRoomService.GetRooms finished, Payload : [serviceName : IRoomService] [methodName : GetRooms] , EventName : ServiceMethodFinishedInfo, Timestamp : 2016-12-13T17:48:36.6659245Z, ProcessId : 8952, ThreadId : 4924

EventId : 3, Level : Informational, Message : Invoking method IRoomService.GetRooms, Payload : [serviceName : IRoomService] [methodName : GetRooms] , EventName : ServiceMethodStartedInfo, Timestamp : 2016-12-13T17:48:36.6659245Z, ProcessId : 8952, ThreadId : 4924

EventId : 4, Level : Informational, Message : Method IRoomService.GetRooms finished, Payload : [serviceName : IRoomService] [methodName : GetRooms] , EventName : ServiceMethodFinishedInfo, Timestamp : 2016-12-13T17:48:36.6679250Z, ProcessId : 8952, ThreadId : 4924

EventId : 3, Level : Informational, Message : Invoking method IPlaceService`1.DeletePlace, Payload : [serviceName : IPlaceService`1] [methodName : DeletePlace] , EventName : ServiceMethodStartedInfo, Timestamp : 2016-12-13T17:48:49.0780850Z, ProcessId : 8952, ThreadId : 4924

EventId : 4, Level : Informational, Message : Method IPlaceService`1.DeletePlace finished, Payload : [serviceName : IPlaceService`1] [methodName : DeletePlace] , EventName : ServiceMethodFinishedInfo, Timestamp : 2016-12-13T17:48:49.3436268Z, ProcessId : 8952, ThreadId : 4924

EventId : 3, Level : Informational, Message : Invoking method IRoomService.GetRooms, Payload : [serviceName : IRoomService] [methodName : GetRooms] , EventName : ServiceMethodStartedInfo, Timestamp : 2016-12-13T17:48:49.3626293Z, ProcessId : 8952, ThreadId : 8196

EventId : 4, Level : Informational, Message : Method IRoomService.GetRooms finished, Payload : [serviceName : IRoomService] [methodName : GetRooms] , EventName : ServiceMethodFinishedInfo, Timestamp : 2016-12-13T17:48:49.3706243Z, ProcessId : 8952, ThreadId : 8196

EventId : 3, Level : Informational, Message : Invoking method IRoomService.GetRooms, Payload : [serviceName : IRoomService] [methodName : GetRooms] , EventName : ServiceMethodStartedInfo, Timestamp : 2016-12-13T17:48:49.3706243Z, ProcessId : 8952, ThreadId : 8196

EventId : 4, Level : Informational, Message : Method IRoomService.GetRooms finished, Payload : [serviceName : IRoomService] [methodName : GetRooms] , EventName : ServiceMethodFinishedInfo, Timestamp : 2016-12-13T17:48:49.3726224Z, ProcessId : 8952, ThreadId : 8196

EventId : 3, Level : Informational, Message : Invoking method IAccountService.Indentify, Payload : [serviceName : IAccountService] [methodName : Indentify] , EventName : ServiceMethodStartedInfo, Timestamp : 2016-12-14T14:26:26.6461219Z, ProcessId : 14184, ThreadId : 9528

EventId : 4, Level : Informational, Message : Method IAccountService.Indentify finished, Payload : [serviceName : IAccountService] [methodName : Indentify] , EventName : ServiceMethodFinishedInfo, Timestamp : 2016-12-14T14:26:48.0477580Z, ProcessId : 14184, ThreadId : 9528

EventId : 3, Level : Informational, Message : Invoking method IAccountService.Indentify, Payload : [serviceName : IAccountService] [methodName : Indentify] , EventName : ServiceMethodStartedInfo, Timestamp : 2016-12-14T14:29:34.2541652Z, ProcessId : 2380, ThreadId : 8900

EventId : 4, Level : Informational, Message : Method IAccountService.Indentify finished, Payload : [serviceName : IAccountService] [methodName : Indentify] , EventName : ServiceMethodFinishedInfo, Timestamp : 2016-12-14T14:29:36.0561689Z, ProcessId : 2380, ThreadId : 8900

EventId : 3, Level : Informational, Message : Invoking method IAccountService.Indentify, Payload : [serviceName : IAccountService] [methodName : Indentify] , EventName : ServiceMethodStartedInfo, Timestamp : 2016-12-14T14:31:18.1825489Z, ProcessId : 13844, ThreadId : 13932

EventId : 4, Level : Informational, Message : Method IAccountService.Indentify finished, Payload : [serviceName : IAccountService] [methodName : Indentify] , EventName : ServiceMethodFinishedInfo, Timestamp : 2016-12-14T14:31:19.2102025Z, ProcessId : 13844, ThreadId : 13932

EventId : 3, Level : Informational, Message : Invoking method IAccountService.Indentify, Payload : [serviceName : IAccountService] [methodName : Indentify] , EventName : ServiceMethodStartedInfo, Timestamp : 2016-12-14T14:36:22.0969344Z, ProcessId : 6756, ThreadId : 11420

EventId : 4, Level : Informational, Message : Method IAccountService.Indentify finished, Payload : [serviceName : IAccountService] [methodName : Indentify] , EventName : ServiceMethodFinishedInfo, Timestamp : 2016-12-14T14:36:23.6682128Z, ProcessId : 6756, ThreadId : 11420

EventId : 3, Level : Informational, Message : Invoking method IAccountService.Indentify, Payload : [serviceName : IAccountService] [methodName : Indentify] , EventName : ServiceMethodStartedInfo, Timestamp : 2016-12-14T14:38:22.5059884Z, ProcessId : 8700, ThreadId : 7260

EventId : 4, Level : Informational, Message : Method IAccountService.Indentify finished, Payload : [serviceName : IAccountService] [methodName : Indentify] , EventName : ServiceMethodFinishedInfo, Timestamp : 2016-12-14T14:38:23.6636137Z, ProcessId : 8700, ThreadId : 7260

EventId : 3, Level : Informational, Message : Invoking method IAccountService.Indentify, Payload : [serviceName : IAccountService] [methodName : Indentify] , EventName : ServiceMethodStartedInfo, Timestamp : 2016-12-14T14:39:46.5387235Z, ProcessId : 13956, ThreadId : 12976

EventId : 4, Level : Informational, Message : Method IAccountService.Indentify finished, Payload : [serviceName : IAccountService] [methodName : Indentify] , EventName : ServiceMethodFinishedInfo, Timestamp : 2016-12-14T14:39:47.7806398Z, ProcessId : 13956, ThreadId : 12976

EventId : 3, Level : Informational, Message : Invoking method IAccountService.Indentify, Payload : [serviceName : IAccountService] [methodName : Indentify] , EventName : ServiceMethodStartedInfo, Timestamp : 2016-12-14T14:40:34.3080725Z, ProcessId : 11752, ThreadId : 12508

EventId : 4, Level : Informational, Message : Method IAccountService.Indentify finished, Payload : [serviceName : IAccountService] [methodName : Indentify] , EventName : ServiceMethodFinishedInfo, Timestamp : 2016-12-14T14:40:35.6163060Z, ProcessId : 11752, ThreadId : 12508

EventId : 3, Level : Informational, Message : Invoking method IRoomService.GetRooms, Payload : [serviceName : IRoomService] [methodName : GetRooms] , EventName : ServiceMethodStartedInfo, Timestamp : 2016-12-14T14:40:37.5857828Z, ProcessId : 11752, ThreadId : 9240

EventId : 4, Level : Informational, Message : Method IRoomService.GetRooms finished, Payload : [serviceName : IRoomService] [methodName : GetRooms] , EventName : ServiceMethodFinishedInfo, Timestamp : 2016-12-14T14:40:37.7537025Z, ProcessId : 11752, ThreadId : 9240

EventId : 3, Level : Informational, Message : Invoking method IRoomService.GetRooms, Payload : [serviceName : IRoomService] [methodName : GetRooms] , EventName : ServiceMethodStartedInfo, Timestamp : 2016-12-14T14:40:37.7542021Z, ProcessId : 11752, ThreadId : 9240

EventId : 4, Level : Informational, Message : Method IRoomService.GetRooms finished, Payload : [serviceName : IRoomService] [methodName : GetRooms] , EventName : ServiceMethodFinishedInfo, Timestamp : 2016-12-14T14:40:37.7567023Z, ProcessId : 11752, ThreadId : 9240

EventId : 3, Level : Informational, Message : Invoking method IAccountService.Indentify, Payload : [serviceName : IAccountService] [methodName : Indentify] , EventName : ServiceMethodStartedInfo, Timestamp : 2016-12-14T14:47:32.6569639Z, ProcessId : 12412, ThreadId : 12372

EventId : 4, Level : Informational, Message : Method IAccountService.Indentify finished, Payload : [serviceName : IAccountService] [methodName : Indentify] , EventName : ServiceMethodFinishedInfo, Timestamp : 2016-12-14T14:47:50.5283466Z, ProcessId : 12412, ThreadId : 12372

EventId : 3, Level : Informational, Message : Invoking method IHallService.GetHalls, Payload : [serviceName : IHallService] [methodName : GetHalls] , EventName : ServiceMethodStartedInfo, Timestamp : 2016-12-14T14:48:10.4260942Z, ProcessId : 12412, ThreadId : 12372

EventId : 4, Level : Informational, Message : Method IHallService.GetHalls finished, Payload : [serviceName : IHallService] [methodName : GetHalls] , EventName : ServiceMethodFinishedInfo, Timestamp : 2016-12-14T14:48:10.5682471Z, ProcessId : 12412, ThreadId : 12372

EventId : 3, Level : Informational, Message : Invoking method IDomainEntityService`1.View, Payload : [serviceName : IDomainEntityService`1] [methodName : View] , EventName : ServiceMethodStartedInfo, Timestamp : 2016-12-14T14:48:25.2179241Z, ProcessId : 12412, ThreadId : 8184

EventId : 4, Level : Informational, Message : Method IDomainEntityService`1.View finished, Payload : [serviceName : IDomainEntityService`1] [methodName : View] , EventName : ServiceMethodFinishedInfo, Timestamp : 2016-12-14T14:48:25.2319260Z, ProcessId : 12412, ThreadId : 8184

EventId : 3, Level : Informational, Message : Invoking method IPlaceService`1.ChangeDescription, Payload : [serviceName : IPlaceService`1] [methodName : ChangeDescription] , EventName : ServiceMethodStartedInfo, Timestamp : 2016-12-14T14:48:33.6904076Z, ProcessId : 12412, ThreadId : 8184

EventId : 4, Level : Informational, Message : Method IPlaceService`1.ChangeDescription finished, Payload : [serviceName : IPlaceService`1] [methodName : ChangeDescription] , EventName : ServiceMethodFinishedInfo, Timestamp : 2016-12-14T14:48:34.0277747Z, ProcessId : 12412, ThreadId : 8184

